"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TCS","EQ","18-Aug-2017","       2485.65","       2474.00","       2549.90","       2471.40","       2515.00","       2513.80","       2520.86","    1418678","          3576281721.80","      77980","     837580","         59.04"
"TCS","EQ","21-Aug-2017","       2513.80","       2505.50","       2549.00","       2494.30","       2513.20","       2528.80","       2534.62","    1152417","          2920941547.70","      54265","     747946","         64.90"
"TCS","EQ","22-Aug-2017","       2528.80","       2523.00","       2539.50","       2492.00","       2500.00","       2497.55","       2516.08","     565663","          1423251637.70","      35029","     287383","         50.80"
"TCS","EQ","23-Aug-2017","       2497.55","       2505.00","       2516.80","       2473.15","       2491.60","       2489.45","       2487.52","     781136","          1943093967.15","      39129","     512785","         65.65"
"TCS","EQ","24-Aug-2017","       2489.45","       2497.70","       2517.95","       2486.15","       2498.05","       2496.60","       2495.82","     811954","          2026487435.65","      42614","     596982","         73.52"
"TCS","EQ","28-Aug-2017","       2496.60","       2504.60","       2505.40","       2461.00","       2491.00","       2487.30","       2479.76","    1018398","          2525378754.95","      54931","     696983","         68.44"
"TCS","EQ","29-Aug-2017","       2487.30","       2482.00","       2496.00","       2463.95","       2475.05","       2470.85","       2472.97","     656301","          1623010550.65","      23498","     432172","         65.85"
"TCS","EQ","30-Aug-2017","       2470.85","       2481.00","       2490.00","       2460.10","       2485.00","       2484.55","       2478.46","     485391","          1203020937.15","      24262","     240993","         49.65"
"TCS","EQ","31-Aug-2017","       2484.55","       2485.00","       2504.40","       2466.65","       2498.00","       2496.35","       2489.91","     892332","          2221830190.80","      47192","     591710","         66.31"
"TCS","EQ","01-Sep-2017","       2496.35","       2480.00","       2498.05","       2436.55","       2460.60","       2456.45","       2452.84","     851165","          2087770465.35","      40185","     447974","         52.63"
"TCS","EQ","04-Sep-2017","       2456.45","       2453.10","       2461.00","       2438.00","       2457.00","       2456.20","       2452.06","     531272","          1302711213.65","      29763","     314907","         59.27"
"TCS","EQ","05-Sep-2017","       2456.20","       2460.00","       2490.00","       2437.05","       2484.65","       2484.35","       2463.13","     582997","          1435996999.10","      27861","     390654","         67.01"
"TCS","EQ","06-Sep-2017","       2484.35","       2468.15","       2474.85","       2450.00","       2453.00","       2453.20","       2454.77","     614382","          1508166251.50","      37430","     428731","         69.78"
